,tweet_id,mined_at,name,screen_name,followers_count,friends_count,user_location,date,text,hashtags,retweet_count,favorite_count,device,location,retweet_text,quote_text,quote_screen_name,media,truncated_text
57,1187480604658393089,2019-10-24 23:28:26.418374,Jacqueline 🕷 #RevokeA50 🇪🇺🇬🇧🇫🇷 #FBPE 🕷,jacpat01,2954,3558,European Union,2019-10-24 21:26:53,"RT @AdamJSchwarz: Keir Starmer will be proved right on holding a #PeoplesVote before a #GeneralElection.

A mass Labour rebellion &amp; humilia…","['PeoplesVote', 'GeneralElection']",409,0,Twitter for iPad,,"Keir Starmer will be proved right on holding a #PeoplesVote before a #GeneralElection.

A mass Labour rebellion &amp; humiliation awaits Corbyn if he tries to whip MPs to support an election.

So no 12 December election. A referendum is the only way out of #Brexit.

#Labour #election",None,None,None,False
58,1187480596525834263,2019-10-24 23:28:27.142921,orion77,orion7710,446,602,orion star constellation,2019-10-24 21:26:51,"RT @DarrenPlymouth: How can a no deal Brexit be taken off the table if #Corbyn won't agree to the deal that is on the table?

#CorbynIsFrit…","['Corbyn', 'CorbynIsFrit']",79,0,Twitter Web App,,"How can a no deal Brexit be taken off the table if #Corbyn won't agree to the deal that is on the table?

#CorbynIsFrit #Brexit 

https://t.co/0tZCEuYdrz",None,None,None,False
59,1187480577374470147,2019-10-24 23:28:27.142940,fluffyorca #FBPE 🕷🇪🇺🇬🇧,weaniejeanie53,4023,4206,just outside London,2019-10-24 21:26:46,@AnnieTrodd One benefit of #LiarJohnson being on strike is he’ll now have time in his busy #Brexit schedule to appear before the Liaison Committee won’t he? @sarahwollaston No excuses!,"['LiarJohnson', 'Brexit']",0,0,Twitter for iPhone,,None,None,None,None,False
60,1187480573675266051,2019-10-24 23:28:27.142947,Jane The Nailer (N. I. Brexiteer) DefendBrexit.com,JaneFox30949258,458,297,"Northern Ireland, United Kingd",2019-10-24 21:26:45,"RT @DarrenPlymouth: How can a no deal Brexit be taken off the table if #Corbyn won't agree to the deal that is on the table?

#CorbynIsFrit…","['Corbyn', 'CorbynIsFrit']",79,0,Twitter for Android,,"How can a no deal Brexit be taken off the table if #Corbyn won't agree to the deal that is on the table?

#CorbynIsFrit #Brexit 

https://t.co/0tZCEuYdrz",None,None,None,False
61,1187480565659951112,2019-10-24 23:28:27.142953,Euro Man & Activist🅰️,ActivistEuro,164,337,United Kingdom,2019-10-24 21:26:43,RT @JohnWight1: If Labour agrees to a 12 December election it will be punished at the polls by Remainers and Brexiteers. It’s a trap. #Brex…,[],14,0,Twitter for iPhone,,If Labour agrees to a 12 December election it will be punished at the polls by Remainers and Brexiteers. It’s a trap. #Brexit #GeneralElection,None,None,None,False
62,1187480564716040192,2019-10-24 23:28:27.142959,Simona McKenzie #bbb,signoramac,2526,2000,,2019-10-24 21:26:43,"RT @peoplesvote_uk: REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a…",['Brexit'],994,0,Twitter for iPad,,"REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a #PeoplesVote now: https://t.co/RWGgf8s71u https://t.co/l8kH3Gv1UK",None,None,None,False
63,1187480560345604097,2019-10-24 23:28:27.142965,Hazel McDonald⚫,hazelglasgow,6500,2333,"Scotland, United Kingdom",2019-10-24 21:26:42,RT @Feorlean: He has previously admitted no assessment done on impact at #Stranraer &amp; none on overall disadvantage of deal to Scotland or W…,['Stranraer'],89,0,Twitter for Android,,"He has previously admitted no assessment done on impact at #Stranraer &amp; none on overall disadvantage of deal to Scotland or Wales.  So no work done  on vital issues in our countries nor more widely in #UK  - blind belief in #Brexit ,  #Boris  &amp; #Britain is enough, obviously . https://t.co/FBxPlu96x8",None,None,None,False
64,1187480554385661952,2019-10-24 23:28:27.142971,OnceInABlueMoon,LaughingSmurf,3722,5003,European Union,2019-10-24 21:26:41,"RT @peoplesvote_uk: REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a…",['Brexit'],994,0,Twitter Web Client,,"REVEALED: What Boris Johnson REALLY thinks about the #Brexit he is trying to force on us.

Sign the letter demanding a #PeoplesVote now: https://t.co/RWGgf8s71u https://t.co/l8kH3Gv1UK",None,None,None,False
65,1187480546990907393,2019-10-24 23:28:27.142976,⚫ ArtisanFood Angel 🕷️,pHandAw,2227,3012,UK,2019-10-24 21:26:39,"RT @AdamJSchwarz: Keir Starmer will be proved right on holding a #PeoplesVote before a #GeneralElection.

A mass Labour rebellion &amp; humilia…","['PeoplesVote', 'GeneralElection']",409,0,Twitter for Android,,"Keir Starmer will be proved right on holding a #PeoplesVote before a #GeneralElection.

A mass Labour rebellion &amp; humiliation awaits Corbyn if he tries to whip MPs to support an election.

So no 12 December election. A referendum is the only way out of #Brexit.

#Labour #election",None,None,None,False
66,1187480543329275909,2019-10-24 23:28:27.142982,Mr.F,MrF_No1,2,8,"Norwich, England",2019-10-24 21:26:38,#Brexit has been full of horror stories thus far and is certainly a protracted drawn-out franchise. Probably only appropriate therefore that the next government will be put in place on Friday the 13th.  #Elections2019 #election,"['Brexit', 'Elections2019', 'election']",0,0,Twitter for iPhone,,None,None,None,None,False
67,1187480528750043137,2019-10-24 23:28:27.142988,Blavk_Bald Al-Amin,1blavkMan,187,166,Nigeria,2019-10-24 21:26:35,"RT @ASK_des: #Brexit Can we have one day without the usual CRYBABY REMOANER BORES on TV &amp; Radio crying about Brexit. Owen Jones, Kevin Magu…",['Brexit'],80,0,Twitter for Android,,"#Brexit Can we have one day without the usual CRYBABY REMOANER BORES on TV &amp; Radio crying about Brexit. Owen Jones, Kevin Maguire, James O’ Brien, David Lammy, Ian Blackford, Dominic Grieve, Alastair Campbell, Sarah Wollaston, Anna Soubry, Chuka Umunna &amp; many  more.😡😡😡😡😡😡 https://t.co/3g6yeOTUDD",None,None,None,False
68,1187480528548593676,2019-10-24 23:28:27.142994,PAZ,tortugadiaz,2496,1451,P A S I O N,2019-10-24 21:26:34,"RT @Reuters: Boris Johnson has called for a general election on Dec. 12 to break Britain’s #Brexit impasse, conceding for the first time he…",['Brexit'],16,0,Twitter Web App,,"Boris Johnson has called for a general election on Dec. 12 to break Britain’s #Brexit impasse, conceding for the first time he will not meet his deadline to leave the European Union next week https://t.co/eUkAMOFcxj https://t.co/E49k1X1XH7",None,None,None,False
69,1187480520944275456,2019-10-24 23:28:27.142999,Ian Spindley #FBPE #StopBrexit,IanSpindley,958,1258,Criccieth,2019-10-24 21:26:33,RT @BenPBradshaw: Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31…,['Brexit'],413,0,Twitter for Android,,Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31st “do or die” pledge. He really does take the British people for fools. #FinalSay #BrexitShambles #PeoplesVote,None,None,None,False
70,1187480517920382979,2019-10-24 23:28:27.143005,Ant Evans Esq.,Ant1988,3309,3985,"Caernarfon, Cymru",2019-10-24 21:26:32,RT @AileenMcLeodSNP: Heard from ⁦@MichelBarnier⁩ tonite in extraordinary meeting of ⁦@EPInstitutional⁩ on #Brexit. Chair ⁦@Antonio_Tajani⁩…,['Brexit'],36,0,Twitter for iPad,,Heard from ⁦@MichelBarnier⁩ tonite in extraordinary meeting of ⁦@EPInstitutional⁩ on #Brexit. Chair ⁦@Antonio_Tajani⁩ underlined EP won’t vote on Withdrawal Agreement in Committee or Parliament until it has completed Westminster ratification. https://t.co/htrxUpAipC,None,None,None,False
71,1187480516565430272,2019-10-24 23:28:27.143010,"THE FOX, NO EXIT FROM BREXIT",2bearwithme,256,363,"Bradford, England",2019-10-24 21:26:32,RT @ukreloaded: Should the Tories &amp; The Brexit Party work together to avoid the vote splitting which we witnessed in the Brecon By-Election…,[],455,0,Twitter for iPad,,"Should the Tories &amp; The Brexit Party work together to avoid the vote splitting which we witnessed in the Brecon By-Election?

Brecon and Radnorshire voted Leave - but ended up with a LibDem MP

RT's Appreciated 👍

#GeneralElection #Brexit @Nigel_Farage @BorisJohnson",None,None,None,False
72,1187480507056963585,2019-10-24 23:28:27.143016,Hamid Munir,hamidmunir1980,2791,3340,"Burnley, England",2019-10-24 21:26:29,"RT @paul__johnson: Reminder

Boris Johnson promises:

-‘I’d die in a ditch rather than seek #Brexit extension from EU’

-‘I will take Brita…",['Brexit'],112,0,Twitter for Android,,"Reminder

Boris Johnson promises:

-‘I’d die in a ditch rather than seek #Brexit extension from EU’

-‘I will take Britain out of EU by 31 October, do or die’

#GeneralElection",None,None,None,False
73,1187480504947265537,2019-10-24 23:28:27.960700,Deme Demchigsuren,bddeme,9039,5821,"Cultural anthropologist, PhD",2019-10-24 21:26:29,"RT @Reuters: Boris Johnson has called for a general election on Dec. 12 to break Britain’s #Brexit impasse, conceding for the first time he…",['Brexit'],16,0,Twitter for iPhone,,"Boris Johnson has called for a general election on Dec. 12 to break Britain’s #Brexit impasse, conceding for the first time he will not meet his deadline to leave the European Union next week https://t.co/eUkAMOFcxj https://t.co/E49k1X1XH7",None,None,None,False
74,1187480497200349190,2019-10-24 23:28:27.960718,Ian Moone,moronmoone,441,664,United Kingdom,2019-10-24 21:26:27,"RT @DarrenPlymouth: Ian Blackford everyone's favourite whinger, whinging that a #GeneralElection is being called during winter. It's unfair…",['GeneralElection'],35,0,Twitter for iPhone,,"Ian Blackford everyone's favourite whinger, whinging that a #GeneralElection is being called during winter. It's unfair.

Could be worse, could be a heatwave.

#Brexit, the bullshit never ends.

 https://t.co/w21Uj11QLL",None,None,None,False
75,1187480495967178758,2019-10-24 23:28:27.960724,Hazel McDonald⚫,hazelglasgow,6500,2333,"Scotland, United Kingdom",2019-10-24 21:26:27,"RT @Feorlean: Nothing has been “ coming before Parliament” for months.   #Brexit has been all absorbing, a black hole sucking in all effort…",['Brexit'],69,0,Twitter for Android,,"Nothing has been “ coming before Parliament” for months.   #Brexit has been all absorbing, a black hole sucking in all effort and vast amounts of money.   Nothing good has come of it, nor will ever come of it. https://t.co/p7r1rVjLqf",None,None,None,False
76,1187480492834250761,2019-10-24 23:28:27.960730,Harry Aldridge,Harry_A1dridge,248,238,"Manchester, England",2019-10-24 21:26:26,RT @Sjopinion10: I think this could be a bit like our #brexit negotiations https://t.co/jk9YqDLOkT,['brexit'],46,0,Twitter for iPhone,,I think this could be a bit like our #brexit negotiations https://t.co/jk9YqDLOkT,None,None,None,False
77,1187480487490543616,2019-10-24 23:28:27.960736,Chris Groom,Caggers4,21,503,,2019-10-24 21:26:25,"RT @Doozy_45: Juncker says Boris Johnson lied during #Brexit referendum - ""I should of intervened and pointed out his Bullsh*t"" https://t.c…",['Brexit'],168,0,Twitter for iPad,,"Juncker says Boris Johnson lied during #Brexit referendum - ""I should of intervened and pointed out his Bullsh*t"" https://t.co/bWkQ3xYJNN",None,None,None,False
78,1187480487100465153,2019-10-24 23:28:27.960741,Kam Jannati,kjannati,949,2883,London,2019-10-24 21:26:25,"RT @ThePledge: ""If you've got a significant figure within the leave voting population saying this is not what we voted for, you can not cal…",[],111,0,Twitter for iPhone,,"""If you've got a significant figure within the leave voting population saying this is not what we voted for, you can not call it the will of the people.""

@Femi_Sorry says @Nigel_Farage's criticism of @BorisJohnson's #Brexit deal means it's time for a second referendum #ThePledge https://t.co/Pc0xjLt8Eu",None,None,None,False
79,1187480482864218112,2019-10-24 23:28:27.960747,Robert Fulton #FBPE,robbiegfulton,580,960,"London, Europe",2019-10-24 21:26:24,"RT @JohannaSaunders: I’m of the opinion that it’s time for #Brexit to fuck right off.

We’ve had enough.

We don’t want a #GeneralElection…","['Brexit', 'GeneralElection']",139,0,Twitter for Android,,"I’m of the opinion that it’s time for #Brexit to fuck right off.

We’ve had enough.

We don’t want a #GeneralElection first, we want a #PeoplesVote or #Revoke.

The Tory wet dream for tax evasion and lowering standards has come over all unnecessary, time to clean up.

#StopBrexit",None,None,None,False
80,1187480481769459713,2019-10-24 23:28:27.960753,LadyLexie 🇬🇧,LexieA53,2214,2628,London England,2019-10-24 21:26:23,"RT @TheHappyKipper: #bbcqt 

I urge EVERY BREXITEER to boycott QT, from now on.

It is a Remain mouthpiece, the studio audience is consiste…",['bbcqt'],6,0,Twitter for iPad,,"#bbcqt 

I urge EVERY BREXITEER to boycott QT, from now on.

It is a Remain mouthpiece, the studio audience is consistently 80% Remain.

I will not be tuning in to any more editions.

#Brexit",None,None,None,False
81,1187480475213819905,2019-10-24 23:28:27.960759,Nobby🇬🇧💣🧨,Clarkster9444,399,410,"Scotland, United Kingdom",2019-10-24 21:26:22,"RT @june_mummery: If @BorisJohnson betrays #Brexit, I have no doubt the @brexitparty_uk will wipe the floor with the #Tories

https://t.co/…","['Brexit', 'Tories']",372,0,Twitter for iPad,,"If @BorisJohnson betrays #Brexit, I have no doubt the @brexitparty_uk will wipe the floor with the #Tories

https://t.co/0bR1PWDVYY",None,None,None,False
82,1187480460370182144,2019-10-24 23:28:27.960764,Trevor O'Jarvis,PatrickJervis,3820,4998,"Dartmouth, Devon, England",2019-10-24 21:26:18,RT @BenPBradshaw: Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31…,['Brexit'],413,0,Twitter for Android,,Typical Johnson - throwing up smokescreen of Advent election hoping we won’t notice he’s broken his #Brexit by October 31st “do or die” pledge. He really does take the British people for fools. #FinalSay #BrexitShambles #PeoplesVote,None,None,None,False
83,1187480451855736832,2019-10-24 23:28:27.960770,Hamid Munir,hamidmunir1980,2791,3340,"Burnley, England",2019-10-24 21:26:16,"RT @KimberleyJC4PM: The question we all should be asking is: why is #BorisJohnson suddenly so keen on a #GeneralElection? 

It’s almost as…","['BorisJohnson', 'GeneralElection']",48,0,Twitter for Android,,"The question we all should be asking is: why is #BorisJohnson suddenly so keen on a #GeneralElection? 

It’s almost as if he doesn’t believe he can ‘get #Brexit done’ without one 🤔",None,None,None,False
